"SITE_ID","YEAR","SEASON","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"PAL190","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.535","1.28","0.916","0.652","1.558","0.469","0.557","0.117","0.055","0.074","0.04"
"OXF122","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","7.914","4.027","1.554","2.325","3.843","1.563","0.357","0.139","0.083","0.071","0.04"
"ROM406","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.123","0.363","0.281","0.328","0.604","0.134","0.144","0.032","0.022","0.024","0.015"
"HWF187","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.182","0.474","0.198","0.137","0.333","0.207","0.04","0.032","0.01","0.03","0.04"
"YOS404","2011.0","WI","11/30/2010 09:00:00","03/01/2011 08:00:00","0.115","0.142","0.091","0.12","0.21","0.059","0.026","0.026","0.005","0.011","0.016"
"JOT403","2013.0","WI","12/04/2012 09:00:00","02/26/2013 08:00:00","0.195","0.282","0.514","0.665","1.169","0.171","0.14","0.084","0.021","0.025","0.033"
"GRC474","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","0.196","0.623","0.302","0.341","0.638","0.198","0.223","0.091","0.037","0.032","0.029"
"NCS415","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","0.157","0.492","0.095","0.18","0.272","0.159","0.019","0.05","0.011","0.038","0.028"
"MKG113","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","6.783","7.932","0.296","3.118","3.364","2.5","0.356","0.049","0.05","0.117",""
"SAL133","2000.0","SU","05/30/2000 09:00:00","08/29/2000 08:00:00","3.391","5.044","0.818","2.853","3.626","1.81","0.389","0.062","0.108","0.122",""
"SHN418","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","5.539","7.912","0.157","3.399","3.502","2.091","","","","",""
"ACA416","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","1.187","1.554","0.492","0.504","0.988","0.367","0.071","0.383","0.055","0.042","0.296"
"STK138","2004.0","FA","08/31/2004 09:00:00","11/30/2004 08:00:00","3.574","3.092","2.563","1.255","3.799","1.649","0.521","0.032","0.151","0.081","0.054"
"UVL124","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","3.663","3.025","1.624","1.652","3.25","1.326","0.378","0.037","0.067","0.061",""
"EVE419","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.523","1.881","0.723","0.3","1.018","0.335","0.203","1.034","0.144","0.093",""
"MAC426","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.56","1.228","0.821","0.907","1.713","0.563","0.232","0.101","0.036","0.076","0.035"
"JOT403","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.227","0.551","0.628","1.108","1.718","0.189","0.2","0.201","0.046","0.041","0.084"
"ROM206","2009.0","SP","03/03/2009 09:00:00","06/02/2009 08:00:00","0.194","0.63","0.348","0.328","0.671","0.216","0.19","0.042","0.026","0.033","0.015"
"DCP114","2001.0","SU","05/29/2001 09:00:00","09/04/2001 08:00:00","4.795","8.523","0.393","3.599","3.935","2.776","0.249","0.049","0.06","0.085",""
"MAC426","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","2.533","5.2","0.3","1.56","1.836","1.728","0.296","0.083","0.048","0.093","0.032"
"VPI120","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","1.823","1.278","0.333","0.78","1.1","0.458","0.182","0.069","0.033","0.056","0.041"
"GLR468","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","0.149","0.511","0.11","0.202","0.308","0.172","0.099","0.029","0.021","0.042","0.017"
"NEC602","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.243","0.345","0.121","0.242","0.359","0.133","0.234","0.03","0.014","0.017","0.036"
"SND152","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.465","1.112","0.652","0.807","1.446","0.462","0.265","0.167","0.047","0.095","0.063"
"MKG113","2010.0","FA","08/31/2010 09:00:00","11/30/2010 08:00:00","3.058","1.998","0.835","0.834","1.655","0.783","0.306","0.052","0.041","0.106","0.034"
"ACA416","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","1.001","1.696","0.338","0.567","0.895","0.36","0.069","0.373","0.054","0.043","0.162"
"GLR468","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","0.147","0.354","0.268","0.202","0.467","0.167","0.026","0.059","0.007","0.024","0.041"
"LRL117","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","1.822","1.873","0.735","0.741","1.465","0.819","0.25","0.07","0.034","0.058","0.041"
"YEL408","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","0.505","0.462","0.143","0.194","0.334","0.195","0.095","0.027","0.012","0.022",""
"GLR468","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.166","0.45","0.129","0.264","0.389","0.165","0.117","0.035","0.029","0.037","0.018"
"ARE128","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","9.47","4.469","2.047","3.253","5.248","1.902","","","","",""
"SHE604","2013.0","SP","02/26/2013 09:00:00","06/04/2013 08:00:00","0.31","0.848","0.323","0.463","0.779","0.325","0.151","0.033","0.027","0.025","0.017"
"CTH110","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","1.173","1.441","0.508","0.602","1.1","0.589","0.132","0.077","0.026","0.044","0.038"
"ALH157","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","1.834","2.693","0.634","1.846","2.45","0.92","0.733","0.09","0.095","0.085","0.033"
"LAV410","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.16","0.085","0.043","0.065","0.107","0.034","0.014","0.026","0.004","0.009","0.028"
"BWR139","2011.0","FA","08/30/2011 09:00:00","11/29/2011 08:00:00","1.573","1.898","0.835","0.733","1.557","0.641","0.117","0.406","0.065","0.07","0.191"
"ROM406","2016.0","SP","03/01/2016 09:00:00","05/31/2016 08:00:00","0.168","0.32","0.154","0.301","0.45","0.122","0.085","0.023","0.012","0.013","0.013"
"MCK231","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","8.107","4.47","1.556","2.937","4.446","1.642","","","","",""
"MKG113","1999.0","SP","03/02/1999 09:00:00","06/01/1999 08:00:00","9.357","3.365","0.928","2.36","3.25","1.211","","","","",""
"PND165","2019.0","FA","09/03/2019 09:00:00","12/03/2019 08:00:00","0.145","0.278","0.086","0.179","0.261","0.12","0.059","0.021","0.009","0.016","0.014"
"SAN189","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.619","1.598","0.799","1.399","2.176","0.547","0.835","0.057","0.102","0.105","0.015"
"JOT403","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.301","0.71","0.554","1.453","1.983","0.265","0.248","0.139","0.046","0.059","0.038"
"ALH157","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","4.639","3.982","2.915","2.018","4.901","1.998","0.676","0.071","0.075","0.074","0.042"
"KEF112","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","6.789","3.313","0.507","1.778","2.257","1.15","0.206","0.1","0.046","0.046",""
"NEC602","2015.0","SU","06/02/2015 09:00:00","09/01/2015 08:00:00","0.377","0.568","0.144","0.61","0.744","0.257","0.385","0.019","0.023","0.048","0.015"
"PAR107","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","9.16","2.64","0.824","1.296","2.099","0.717","0.427","0.098","0.036","0.098","0.055"
"CNT169","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.196","0.582","0.2","0.492","0.684","0.252","0.216","0.038","0.028","0.062","0.016"
"DIN431","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","0.444","0.642","2.513","0.335","2.842","0.914","0.167","0.031","0.021","0.018","0.023"
"PAR107","2012.0","SU","05/29/2012 09:00:00","09/04/2012 08:00:00","0.705","3.263","0.129","0.701","0.819","1.049","0.267","0.034","0.03","0.091","0.032"
"CDZ171","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","1.623","2.158","0.619","0.863","1.469","0.83","0.272","0.079","0.037","0.095","0.036"
"EVE419","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.56","2.31","1.272","0.319","1.585","0.346","0.565","1.811","0.238","0.155","2.365"
"CHE185","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","1.126","1.79","0.934","0.92","1.84","0.631","0.65","0.123","0.068","0.105","0.058"
"BVL130","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","2.232","2.859","1.547","1.084","2.614","1.194","0.529","0.033","0.091","0.097","0.046"
"LRL117","2017.0","SU","05/30/2017 09:00:00","08/29/2017 08:00:00","0.395","1.644","0.125","0.601","0.716","0.567","0.155","0.024","0.024","0.068","0.035"
"STK138","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","2.986","4.965","1.277","2.824","4.055","1.526","1.025","0.057","0.313","0.11",""
"BFT142","2012.0","WI","11/29/2011 09:00:00","02/28/2012 08:00:00","1.26","1.863","1.136","0.591","1.717","0.586","0.123","0.765","0.098","0.075","0.751"
"PET427","2002.0","FA","09/03/2002 09:00:00","12/03/2002 08:00:00","","","","","","","","","","",""
"GRB411","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.24","0.715","0.219","0.701","0.909","0.26","0.276","0.071","0.032","0.034","0.026"
"COW137","2000.0","FA","08/29/2000 09:00:00","11/28/2000 08:00:00","1.077","4.617","0.101","0.799","0.886","1.44","0.073","0.072","0.019","0.077",""
"ACA416","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","0.355","0.645","0.404","0.244","0.644","0.154","0.075","0.516","0.068","0.046","0.625"
"BFT142","2002.0","SP","02/26/2002 09:00:00","06/04/2002 08:00:00","2.131","3.972","1.737","0.844","2.568","0.898","0.375","1.406","0.189","0.123",""
"HVT424","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","","","","","","","","","","",""
"COW137","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.387","4.984","0.055","0.443","0.491","1.482","0.051","0.037","0.016","0.087","0.031"
"CNT169","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.242","0.348","0.124","0.276","0.395","0.165","0.085","0.015","0.012","0.021","0.012"
"PIN414","1999.0","SU","06/01/1999 09:00:00","08/31/1999 08:00:00","0.689","1.45","1.232","1.684","2.889","0.289","","","","",""
"WNC429","2017.0","WI","11/29/2016 09:00:00","02/28/2017 08:00:00","0.714","0.534","0.36","0.389","0.744","0.233","0.181","0.032","0.017","0.022","0.032"
"VOY413","2010.0","WI","12/01/2009 09:00:00","03/02/2010 08:00:00","0.641","0.98","0.778","0.33","1.103","0.468","0.042","0.102","0.021","0.034","0.062"
"HOW191","2012.0","FA","09/04/2012 09:00:00","12/04/2012 08:00:00","0.267","0.722","0.162","0.21","0.349","0.251","0.029","0.112","0.016","0.032","0.067"
"CDZ171","2008.0","WI","12/04/2007 09:00:00","03/04/2008 08:00:00","","","","","","","","","","",""
"CND125","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.357","2.092","0.18","0.764","0.931","0.655","0.093","0.157","0.036","0.089","0.041"
"GTH161","2003.0","WI","12/03/2002 09:00:00","03/04/2003 08:00:00","0.161","0.262","0.058","0.208","0.263","0.105","0.029","0.007","0.004","0.006",""
"VPI120","2010.0","SU","06/01/2010 09:00:00","08/31/2010 08:00:00","3.731","4.525","0.164","1.105","1.252","1.43","0.194","0.061","0.047","0.09","0.031"
"CNT169","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.112","0.149","0.054","0.129","0.181","0.064","0.018","0.007","0.003","0.006","0.012"
"ABT147","2018.0","FA","09/04/2018 09:00:00","12/04/2018 08:00:00","0.278","0.527","0.482","0.396","0.872","0.238","0.057","0.214","0.032","0.055","0.235"
"CAT175","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.824","0.886","0.792","0.797","1.577","0.454","0.072","0.102","0.015","0.026","0.077"
"JOT403","2012.0","SP","02/28/2012 09:00:00","05/29/2012 08:00:00","0.298","0.902","0.891","1.423","2.292","0.324","0.299","0.287","0.065","0.057","0.095"
"MCK231","2006.0","SP","02/28/2006 09:00:00","05/30/2006 08:00:00","6.278","3.876","1.422","2.087","3.476","1.505","0.342","0.127","0.06","0.076","0.044"
"GLR468","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.159","0.37","0.089","0.24","0.326","0.141","0.284","0.02","0.053","0.074","0.015"
"EVE419","2000.0","SP","02/29/2000 09:00:00","05/30/2000 08:00:00","0.891","3.359","1.399","0.5","1.891","0.519","1.249","1.449","0.198","0.117",""
"ACA416","2013.0","FA","09/03/2013 09:00:00","12/03/2013 08:00:00","0.44","0.778","0.364","0.316","0.675","0.184","0.058","0.32","0.041","0.036","0.223"
"PSU106","2005.0","SU","05/31/2005 09:00:00","08/30/2005 08:00:00","5.693","8.474","0.246","2.108","2.321","2.999","0.296","0.04","0.045","0.08","0.032"
"PNF126","2001.0","SP","02/27/2001 09:00:00","05/29/2001 08:00:00","3.433","3.773","0.635","1.764","2.371","1.268","0.232","0.139","0.053","0.062",""
"CDZ171","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.644","1.274","0.868","0.904","1.757","0.572","0.254","0.089","0.038","0.068","0.034"
"CDZ171","2015.0","WI","12/02/2014 09:00:00","03/03/2015 08:00:00","3.287","2.403","2.258","0.968","3.211","1.333","0.246","0.091","0.027","0.055","0.046"
"VIN140","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.81","1.598","0.509","0.889","1.383","0.542","0.902","0.058","0.083","0.102","0.034"
"CKT136","2001.0","FA","09/04/2001 09:00:00","12/04/2001 08:00:00","7.72","4.262","0.819","2.51","3.289","1.393","0.329","0.131","0.044","0.083",""
"YEL408","2004.0","SP","03/02/2004 09:00:00","06/01/2004 08:00:00","0.671","0.7","0.287","0.232","0.515","0.249","0.147","0.061","0.023","0.027","0.026"
"PNF126","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","0.789","2.24","0.329","0.851","1.166","0.734","0.175","0.138","0.039","0.069","0.031"
"GAS153","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.874","1.036","0.512","0.893","1.391","0.402","0.109","0.166","0.029","0.055","0.12"
"CDR119","2005.0","WI","11/30/2004 09:00:00","03/01/2005 08:00:00","9.415","3.159","0.403","1.79","2.165","0.992","0.134","0.126","0.024","0.059","0.045"
"CDR119","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","1.604","2.522","0.209","0.814","1.009","0.838","0.171","0.074","0.03","0.069","0.035"
"SAL133","2015.0","FA","09/01/2015 09:00:00","12/01/2015 08:00:00","1.317","1.4","1.094","1.047","2.123","0.643","0.449","0.056","0.089","0.08","0.046"
"PED108","2010.0","SP","03/02/2010 09:00:00","06/01/2010 08:00:00","1.657","2.599","0.29","1.144","1.415","0.851","0.161","0.152","0.043","0.091","0.042"
"CVL151","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.409","2.236","0.384","0.548","0.924","0.629","0.276","0.194","0.059","0.101","0.093"
"PET427","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","0.993","0.851","0.394","0.76","1.142","0.281","0.283","0.101","0.057","0.051","0.047"
"VIN140","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","15.804","3.446","3.998","1.597","5.684","2.082","","","","",""
"DCP114","2011.0","SP","03/01/2011 09:00:00","05/31/2011 08:00:00","2.719","2.69","1.126","1.479","2.582","1.167","0.217","0.083","0.049","0.067","0.036"
"CNT169","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.154","0.396","0.123","0.331","0.448","0.169","0.111","0.034","0.019","0.026","0.012"
"MEV405","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","0.252","0.23","0.123","0.469","0.584","0.098","0.067","0.019","0.007","0.01","0.014"
"LRL117","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","1.44","1.215","0.679","0.596","1.266","0.519","0.122","0.099","0.016","0.039","0.062"
"LYK123","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","3.454","2.601","1.699","1.121","2.802","1.271","0.315","0.04","0.064","0.091","0.046"
"PAL190","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.73","2.1","0.425","0.977","1.387","0.618","0.413","0.126","0.054","0.084","0.02"
"CNT169","1999.0","FA","08/31/1999 09:00:00","11/30/1999 08:00:00","0.497","0.411","0.102","0.431","0.526","0.151","","","","",""
"SPD111","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.335","0.946","0.371","0.62","0.981","0.333","0.346","0.079","0.063","0.064","0.034"
"BEL116","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","1.788","2.125","1.01","1.256","2.246","0.765","0.246","0.381","0.066","0.064","0.24"
"CHA467","2014.0","FA","09/02/2014 09:00:00","12/02/2014 08:00:00","0.352","0.7","0.193","0.317","0.504","0.251","0.177","0.07","0.017","0.03","0.026"
"LAV410","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","0.11","0.123","0.056","0.082","0.137","0.044","0.02","0.021","0.005","0.016","0.015"
"WNC429","2013.0","SU","06/04/2013 09:00:00","09/03/2013 08:00:00","0.243","0.752","0.176","0.937","1.098","0.297","0.271","0.015","0.026","0.044","0.014"
"PAR107","2009.0","SU","06/02/2009 09:00:00","09/01/2009 08:00:00","1.109","4.295","0.12","0.57","0.681","1.34","0.321","0.021","0.035","0.105","0.032"
"MEV405","2002.0","SU","06/04/2002 09:00:00","09/03/2002 08:00:00","0.618","0.955","0.342","1.042","1.368","0.357","0.864","0.053","0.05","0.062",""
"ROM406","2014.0","WI","12/03/2013 09:00:00","03/04/2014 08:00:00","0.13","0.213","0.103","0.157","0.258","0.107","0.023","0.011","0.003","0.006","0.014"
"LAV410","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","0.188","0.133","0.068","0.159","0.225","0.049","","","","",""
"KEF112","2000.0","WI","11/30/1999 09:00:00","02/29/2000 08:00:00","16.362","2.653","0.8","2.182","2.947","0.994","","","","",""
"CDR119","2008.0","SU","06/03/2008 09:00:00","09/02/2008 08:00:00","2.175","5.38","0.066","0.666","0.722","1.787","0.146","0.038","0.026","0.089","0.033"
"SAN189","2019.0","SP","02/26/2019 09:00:00","06/04/2019 08:00:00","0.366","0.833","1.223","0.599","1.813","0.594","0.261","0.032","0.046","0.042","0.034"
"IRL141","2014.0","SP","03/04/2014 09:00:00","06/03/2014 08:00:00","0.809","2.705","1.715","0.321","2.031","0.574","0.352","2.967","0.382","0.176","4.497"
"ESP127","2014.0","SU","06/03/2014 09:00:00","09/02/2014 08:00:00","0.343","2.457","0.139","0.602","0.732","0.704","0.201","0.088","0.038","0.1","0.038"
"WST109","2007.0","SU","05/29/2007 09:00:00","09/04/2007 08:00:00","0.46","2.185","0.063","0.378","0.435","0.74","0.048","0.024","0.013","0.056","0.033"
"CHA467","2005.0","SP","03/01/2005 09:00:00","05/31/2005 08:00:00","0.68","1.095","0.418","0.634","1.042","0.36","0.305","0.164","0.046","0.052","0.073"
"LAV410","2007.0","WI","11/28/2006 09:00:00","02/27/2007 08:00:00","0.155","0.167","0.083","0.176","0.257","0.067","0.019","0.022","0.005","0.008","0.018"
"PNF126","2006.0","FA","08/29/2006 09:00:00","11/28/2006 08:00:00","2.011","3.092","0.148","0.946","1.079","0.868","0.086","0.026","0.015","0.037","0.03"
"SAL133","2007.0","SP","02/27/2007 09:00:00","05/29/2007 08:00:00","4.019","3.32","1.953","2.442","4.356","1.541","0.373","0.094","0.095","0.064","0.041"
"SPD111","2019.0","WI","12/04/2018 09:00:00","02/26/2019 08:00:00","0.398","0.786","0.758","0.385","1.137","0.437","0.147","0.051","0.024","0.048","0.037"
"KEF112","2011.0","SU","05/31/2011 09:00:00","08/30/2011 08:00:00","1.513","3.526","0.106","0.912","1.004","1.103","0.161","0.032","0.036","0.063","0.032"
"LYK123","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","5.08","2.602","4.296","0.699","4.984","1.987","0.286","0.263","0.067","0.083","0.276"
"ROM206","2006.0","WI","11/29/2005 09:00:00","02/28/2006 08:00:00","0.239","0.286","0.137","0.203","0.336","0.119","0.039","0.015","0.007","0.009","0.014"
"DCP114","2016.0","WI","12/01/2015 09:00:00","03/01/2016 08:00:00","1.524","1.442","1.87","0.779","2.637","0.914","0.179","0.151","0.035","0.048","0.126"
"NEC602","2017.0","FA","08/29/2017 09:00:00","11/28/2017 08:00:00","","","","","","","","","","",""
"WSP144","2018.0","SP","02/27/2018 09:00:00","05/29/2018 08:00:00","0.602","0.983","0.846","1.147","1.975","0.429","0.18","0.201","0.048","0.056","0.127"
"EVE419","2009.0","WI","12/02/2008 09:00:00","03/03/2009 08:00:00","0.43","1.708","1.175","0.262","1.432","0.217","0.321","1.579","0.205","0.121","2.018"
"LRL117","2019.0","SU","06/04/2019 09:00:00","09/03/2019 08:00:00","0.311","1.422","0.083","0.505","0.58","0.465","0.129","0.03","0.02","0.061","0.032"
"SAN189","2009.0","FA","09/01/2009 09:00:00","12/01/2009 08:00:00","0.548","2.026","1.255","0.6","1.846","0.758","0.64","0.024","0.08","0.069","0.019"
"CAN407","2004.0","SU","06/01/2004 09:00:00","08/31/2004 08:00:00","0.349","0.765","0.185","1.094","1.262","0.271","0.221","0.057","0.032","0.042","0.028"
